,tissue,blood
k__Viruses.f__Phycodnaviridae.g__Prasinovirus,0.0004090790546919759,0.00019282861316737953
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Sfi1unalikevirus,0.0001923499223573388,1.244013792416143e-06
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus,0.0002070127784173003,0.0020425541206596865
k__Viruses.o__Caudovirales.f__Siphoviridae.g__C2likevirus,0.0012771595496773342,0.001131777626051699
k__Viruses.f__Poxviridae.g__Parapoxvirus,0.0003539445827604787,0.0
k__Viruses.f__Bicaudaviridae.g__Bicaudavirus,0.0003623483887436228,0.0
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Aquamavirus,0.0003786726242159453,0.0014298776981534894
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Mardivirus,0.0003325979609860082,0.0034292640228135215
k__Viruses.f__Baculoviridae.g__Deltabaculovirus,0.00012471744787390294,0.0
k__Viruses.f__Papillomaviridae.g__Taupapillomavirus,0.0003568070289652652,0.001482462454053664
k__Viruses.o__Caudovirales.f__Myoviridae.g__I3likevirus,0.002029266295141044,2.4029292039855853e-05
k__Viruses.f__Virgaviridae.g__Furovirus,0.0012888102745438187,0.0005098629028011014
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Proboscivirus,0.00042299749906990437,0.0009285180838357358
k__Viruses.o__Herpesvirales.f__Alloherpesviridae.g__Ictalurivirus,0.000379674317687171,0.00013680125123095635
k__Viruses.f__Inoviridae.g__Inovirus,0.0009895045382424784,0.0
k__Viruses.f__Marseilleviridae.g__Marseillevirus,0.001135976420382078,7.421992164493343e-05
k__Viruses.o__Nidovirales.f__Coronaviridae.g__Gammacoronavirus,0.00048564987833399955,0.0022273703831646834
k__Viruses.f__Ascoviridae.g__Ascovirus,0.0001618843309548354,0.0
k__Viruses.o__Caudovirales.f__Myoviridae.g__Spo1virus,0.0005521778868634205,0.0001696834604598104
k__Viruses.f__Circoviridae.g__Gyrovirus,0.0011339435267322066,0.0
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Sicinivirus,0.000748128476044918,0.00033938362771132114
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Dicipivirus,0.0001668580971006435,0.0014423367995021164
k__Viruses.f__Poxviridae.g__Molluscipoxvirus,0.0008962652019385012,0.0005281883597710868
k__Viruses.o__Tymovirales.f__Tymoviridae.g__Tymovirus,0.0005428241002272161,0.00014727825366123235
k__Viruses.f__Flaviviridae.g__Hepacivirus,0.00036226446555179525,0.00026271495918541354
k__Viruses.f__Poxviridae.g__Alphaentomopoxvirus,0.00032593353940872356,0.0001993295730989632
k__Viruses.f__Anelloviridae.g__Gammatorquevirus,0.0,0.0013764446442924604
k__Viruses.g__Tenuivirus,0.0007197450796515661,0.00033134163176313304
k__Viruses.f__Hepeviridae.g__Piscihepevirus,0.00021882485680351814,0.00028131134822551273
k__Viruses.f__Virgaviridae.g__Pomovirus,0.00034838437548992103,0.00045733675797559215
k__Viruses.f__Caulimoviridae.g__Badnavirus,0.00016110078191728384,0.0007270066636431086
k__Viruses.f__Polydnaviridae.g__Ichnovirus,0.0002675420818575251,0.00012688588007736935
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Percavirus,0.0003133095052815158,0.0
k__Viruses.f__Papillomaviridae.g__Betapapillomavirus,0.0006625966751776702,0.0
k__Viruses.f__Togaviridae.g__Alphavirus,0.0005328442906180381,0.0
k__Viruses.o__Tymovirales.f__Betaflexiviridae.g__Trichovirus,0.002617372119798133,0.00027329532506013084
k__Viruses.o__Caudovirales.f__Podoviridae.g__Bcep22likevirus,0.0011351301284167157,0.0
k__Viruses.o__Tymovirales.f__Alphaflexiviridae.g__Sclerodarnavirus,0.0008528722325118425,0.0
k__Viruses.f__Phycodnaviridae.g__Coccolithovirus,0.0001556568761431946,0.0
k__Viruses.o__Ligamenvirales.f__Lipothrixviridae.g__Deltalipothrixvirus,0.0008803331510400221,0.0001506769825918761
k__Viruses.f__Retroviridae.g__Alpharetrovirus,0.00040424759706865607,0.000437946477930114
