,tissue,blood
k__Viruses.f__Phycodnaviridae.g__Prasinovirus,0.00044802478539446566,0.0006460352933272747
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Sfi1unalikevirus,0.00019474875736966892,0.0004362124119725464
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus,0.0005473952910609413,0.0004300699300699301
k__Viruses.o__Caudovirales.f__Siphoviridae.g__C2likevirus,0.00034995164826885183,0.0002191758954035335
k__Viruses.f__Poxviridae.g__Parapoxvirus,0.0005830373399487093,0.00040599363661619346
k__Viruses.f__Bicaudaviridae.g__Bicaudavirus,0.0001620018826944296,0.0003722815373947542
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Aquamavirus,0.0005468525548643053,0.0
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Mardivirus,0.0006988221818123626,0.0011716369769285083
k__Viruses.f__Baculoviridae.g__Deltabaculovirus,0.0005316232201738333,0.0007305688303092414
k__Viruses.f__Papillomaviridae.g__Taupapillomavirus,0.0008610798223231785,0.0
k__Viruses.o__Caudovirales.f__Myoviridae.g__I3likevirus,0.0007643882935441669,0.0
k__Viruses.f__Virgaviridae.g__Furovirus,0.001194646882568377,0.0011754171846091066
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Proboscivirus,0.0005849435163115926,0.0030293427263844925
k__Viruses.o__Herpesvirales.f__Alloherpesviridae.g__Ictalurivirus,0.0003136822757025285,0.00038903386539079174
k__Viruses.f__Inoviridae.g__Inovirus,0.00010834526664750077,0.0008743697830155461
k__Viruses.f__Marseilleviridae.g__Marseillevirus,5.1724220208438176e-05,0.0007689027288535024
k__Viruses.o__Nidovirales.f__Coronaviridae.g__Gammacoronavirus,0.0009423667122956903,0.00037176888431550377
k__Viruses.f__Ascoviridae.g__Ascovirus,0.0006129593590281705,0.00013888270407271655
k__Viruses.o__Caudovirales.f__Myoviridae.g__Spo1virus,0.0003270808834819884,0.00028480472526886487
k__Viruses.f__Circoviridae.g__Gyrovirus,0.0003348906206519191,0.00021017603828420988
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Sicinivirus,0.000665761453980323,0.0
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Dicipivirus,0.0008377846668857668,0.0009085202560312875
k__Viruses.f__Poxviridae.g__Molluscipoxvirus,0.000599475723042601,0.0016069530682353158
k__Viruses.o__Tymovirales.f__Tymoviridae.g__Tymovirus,0.0008461632948755764,0.00013132412561799145
k__Viruses.f__Flaviviridae.g__Hepacivirus,0.000552120167793693,0.0006524435780876725
k__Viruses.f__Poxviridae.g__Alphaentomopoxvirus,0.0005243678597804579,0.0
k__Viruses.f__Anelloviridae.g__Gammatorquevirus,0.0004209697305316012,0.000423143052476523
k__Viruses.g__Tenuivirus,0.00047603756020506057,0.0006833208001289498
k__Viruses.f__Hepeviridae.g__Piscihepevirus,0.0010031606619067717,0.0001481794611889731
k__Viruses.f__Virgaviridae.g__Pomovirus,0.000862869083459389,9.484520183521609e-05
k__Viruses.f__Caulimoviridae.g__Badnavirus,0.0003680302726914418,0.00014850813190490675
k__Viruses.f__Polydnaviridae.g__Ichnovirus,0.0009412180403411531,0.0010976647046784722
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Percavirus,0.0006941929675647454,0.0007038287085758386
k__Viruses.f__Papillomaviridae.g__Betapapillomavirus,0.00017956824458971866,0.00026768755935422615
k__Viruses.f__Togaviridae.g__Alphavirus,0.0010952422645150563,9.663979954857175e-06
k__Viruses.o__Tymovirales.f__Betaflexiviridae.g__Trichovirus,0.0004009340985080183,0.00038063134627339926
k__Viruses.o__Caudovirales.f__Podoviridae.g__Bcep22likevirus,6.231917075170182e-05,6.531262445240942e-05
k__Viruses.o__Tymovirales.f__Alphaflexiviridae.g__Sclerodarnavirus,0.0025972839788834163,0.0003655830362908705
k__Viruses.f__Phycodnaviridae.g__Coccolithovirus,0.0006210081267384972,0.0008638554124637851
k__Viruses.o__Ligamenvirales.f__Lipothrixviridae.g__Deltalipothrixvirus,0.00013765910363139705,0.0
k__Viruses.f__Retroviridae.g__Alpharetrovirus,0.00018274944498020585,0.00038800309841679315
k__Viruses.f__Poxviridae.g__Capripoxvirus,0.0005036062158935809,0.0
k__Viruses.f__Poxviridae.g__Cervidpoxvirus,0.0005765211984071663,0.00013276426677167688
k__Viruses.g__Higrevirus,0.0006766522115961592,0.00010828656322218556
