,tissue,blood
k__Viruses.f__Phycodnaviridae.g__Prasinovirus,0.00046630201970016954,0.0006335766429809545
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Sfi1unalikevirus,0.00034018347503280935,0.00032897106239566823
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus,0.0032880743518511114,0.001336346143693505
k__Viruses.o__Caudovirales.f__Siphoviridae.g__C2likevirus,0.00044312923218888753,0.0004818839367144071
k__Viruses.f__Poxviridae.g__Parapoxvirus,0.0004504092792324157,0.00040086334394090327
k__Viruses.f__Bicaudaviridae.g__Bicaudavirus,0.00041905551425389835,0.00028077602961780175
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Aquamavirus,0.0005788412937701265,0.00047979841821246295
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Mardivirus,0.0004582687240183999,0.0009686067076337535
k__Viruses.f__Baculoviridae.g__Deltabaculovirus,0.00047281666030641337,0.0004707879610186559
k__Viruses.f__Papillomaviridae.g__Taupapillomavirus,0.0004650141960049437,0.0034958880263270802
k__Viruses.o__Caudovirales.f__Myoviridae.g__I3likevirus,0.0006048359562768298,0.00048342535335135946
k__Viruses.f__Virgaviridae.g__Furovirus,0.0005762168393051801,0.0008812792214182612
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Proboscivirus,0.0015686351769501417,0.0013918226556300282
k__Viruses.o__Herpesvirales.f__Alloherpesviridae.g__Ictalurivirus,0.00042349318617991425,0.0007034473791505577
k__Viruses.f__Inoviridae.g__Inovirus,0.0005241787002687415,0.00023153175512987702
k__Viruses.f__Marseilleviridae.g__Marseillevirus,0.00026466837745545054,0.0002661936792203246
k__Viruses.o__Nidovirales.f__Coronaviridae.g__Gammacoronavirus,0.0004902640341670403,0.0003242346070556457
k__Viruses.f__Ascoviridae.g__Ascovirus,0.00038516345160682176,0.0004955684705002074
k__Viruses.o__Caudovirales.f__Myoviridae.g__Spo1virus,0.0005594999330911343,0.0003737757366522653
