,tissue,blood
k__Viruses.f__Phycodnaviridae.g__Prasinovirus,0.0002753300588330331,0.0
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Sfi1unalikevirus,0.00016475743488431405,0.0004977811075464685
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus,0.005066199027610365,0.007827644122745073
k__Viruses.o__Caudovirales.f__Siphoviridae.g__C2likevirus,0.0006552447050186059,0.0
k__Viruses.f__Poxviridae.g__Parapoxvirus,0.00019460616838775938,0.0
k__Viruses.f__Bicaudaviridae.g__Bicaudavirus,0.00012137654767430082,0.0
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Aquamavirus,0.0005861101371381314,0.0013346738294896599
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Mardivirus,0.00134128735833668,0.0026837907010103757
k__Viruses.f__Baculoviridae.g__Deltabaculovirus,0.00032914768446754873,0.0029639725804991796
k__Viruses.f__Papillomaviridae.g__Taupapillomavirus,0.0009310678476398673,0.009061558526524516
k__Viruses.o__Caudovirales.f__Myoviridae.g__I3likevirus,0.0001868314945088477,0.0
k__Viruses.f__Virgaviridae.g__Furovirus,0.000746754153004993,0.0
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Proboscivirus,0.002677894052160595,0.0048554113151942
k__Viruses.o__Herpesvirales.f__Alloherpesviridae.g__Ictalurivirus,0.0009113699500355833,0.00070291467477347
k__Viruses.f__Inoviridae.g__Inovirus,0.0004613115404534314,0.0
k__Viruses.f__Marseilleviridae.g__Marseillevirus,0.0002886785063870498,0.0
k__Viruses.o__Nidovirales.f__Coronaviridae.g__Gammacoronavirus,0.0006090063923277028,0.0022836325538977634
k__Viruses.f__Ascoviridae.g__Ascovirus,0.0005908017916991627,0.00048795832498497343
k__Viruses.o__Caudovirales.f__Myoviridae.g__Spo1virus,0.0014748110702899025,0.00038233792753314416
k__Viruses.f__Circoviridae.g__Gyrovirus,0.0004772207303800112,0.0009882861838453904
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Sicinivirus,0.0001638956545996631,0.0
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Dicipivirus,0.0006172560069758882,0.0010190589496579159
k__Viruses.f__Poxviridae.g__Molluscipoxvirus,0.0010357504513618585,0.004743082235131439
