,tissue,blood
k__Viruses.f__Phycodnaviridae.g__Prasinovirus,0.0006476280150537377,0.00022328672453145583
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Sfi1unalikevirus,6.359664766892175e-05,0.0
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus,0.000746633759865197,5.464885518793875e-05
k__Viruses.o__Caudovirales.f__Siphoviridae.g__C2likevirus,0.0002520136419609724,0.0
k__Viruses.f__Poxviridae.g__Parapoxvirus,0.00016170104384994306,0.0012146261546308352
k__Viruses.f__Bicaudaviridae.g__Bicaudavirus,0.0003330214283129742,0.00047289267302703567
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Aquamavirus,0.0005396821275230662,0.0004471203894776915
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Mardivirus,0.0005901790138474662,0.0012100582534118316
k__Viruses.f__Baculoviridae.g__Deltabaculovirus,0.0008660963861982067,0.0020384162303067445
k__Viruses.f__Papillomaviridae.g__Taupapillomavirus,0.0006943856558239607,0.012089104988775108
k__Viruses.o__Caudovirales.f__Myoviridae.g__I3likevirus,0.0006975699110733032,0.000415827622028698
k__Viruses.f__Virgaviridae.g__Furovirus,0.001054580582529408,0.0007818465418823843
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Proboscivirus,0.0006327992519790517,0.0012247013101158524
k__Viruses.o__Herpesvirales.f__Alloherpesviridae.g__Ictalurivirus,0.00034414841878851327,0.004820179166960087
k__Viruses.f__Inoviridae.g__Inovirus,0.00010685087823877707,0.0002595758151313707
k__Viruses.f__Marseilleviridae.g__Marseillevirus,9.712719176760877e-05,0.00011279850335644333
k__Viruses.o__Nidovirales.f__Coronaviridae.g__Gammacoronavirus,0.0009195374506587187,6.311576354679806e-05
k__Viruses.f__Ascoviridae.g__Ascovirus,0.00010994908062448284,0.0
k__Viruses.o__Caudovirales.f__Myoviridae.g__Spo1virus,0.0016268354375836706,0.00019361201183973613
k__Viruses.f__Circoviridae.g__Gyrovirus,0.00018978852826028575,0.0003910457159650057
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Sicinivirus,0.000413084373112695,0.00023244098715088872
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Dicipivirus,0.0013153083137052105,0.0006804808639905641
k__Viruses.f__Poxviridae.g__Molluscipoxvirus,0.0024918946931320883,0.0016573860927805598
k__Viruses.o__Tymovirales.f__Tymoviridae.g__Tymovirus,0.00043436836032336953,0.0011041376527653477
k__Viruses.f__Flaviviridae.g__Hepacivirus,0.0011288301854157402,0.0011065114858922608
k__Viruses.f__Poxviridae.g__Alphaentomopoxvirus,0.00039749415554070605,0.0007516181177038044
k__Viruses.f__Anelloviridae.g__Gammatorquevirus,0.00023230738109492207,0.0022344628363946645
k__Viruses.g__Tenuivirus,0.0003730161591639826,0.0002941199806750526
k__Viruses.f__Hepeviridae.g__Piscihepevirus,0.0004939620498397783,0.00021791717122082352
k__Viruses.f__Virgaviridae.g__Pomovirus,0.000395395761943654,0.0009457537449796976
k__Viruses.f__Caulimoviridae.g__Badnavirus,9.787236344420668e-05,0.00039888958224413055
k__Viruses.f__Polydnaviridae.g__Ichnovirus,0.0009628493813468952,0.0028266695240692684
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Percavirus,0.0002759931680717664,0.00014517076270825782
k__Viruses.f__Papillomaviridae.g__Betapapillomavirus,0.0002646796456639925,0.0
k__Viruses.f__Togaviridae.g__Alphavirus,0.00083580907606146,8.415435139573074e-05
k__Viruses.o__Tymovirales.f__Betaflexiviridae.g__Trichovirus,7.293562892850943e-05,0.0
k__Viruses.o__Caudovirales.f__Podoviridae.g__Bcep22likevirus,0.00044925832949509594,0.0004179502245811224
k__Viruses.o__Tymovirales.f__Alphaflexiviridae.g__Sclerodarnavirus,0.00033807530326933187,0.0007905890388262596
k__Viruses.f__Phycodnaviridae.g__Coccolithovirus,0.0005986859745346104,0.0008394133044019568
k__Viruses.o__Ligamenvirales.f__Lipothrixviridae.g__Deltalipothrixvirus,6.268063847545975e-05,0.00011242288064589859
k__Viruses.f__Retroviridae.g__Alpharetrovirus,0.00050213357802379,0.0010339583585898971
k__Viruses.f__Poxviridae.g__Capripoxvirus,0.0005787974715355444,0.002427649094352396
k__Viruses.f__Poxviridae.g__Cervidpoxvirus,0.000598325842140368,0.0002970185285685602
k__Viruses.g__Higrevirus,0.0007748301441829399,0.0001606977634103993
k__Viruses.o__Caudovirales.f__Podoviridae.g__Phikmvlikevirus,0.0010392667464050453,0.0009596384192405359
k__Viruses.o__Caudovirales.f__Siphoviridae.g__T5likevirus,0.00029958864389859904,0.0
k__Viruses.o__Nidovirales.f__Coronaviridae.g__Bafinivirus,0.00040395395715907967,0.0008458011961308722
k__Viruses.f__Baculoviridae.g__Alphabaculovirus,0.000684169094305869,0.0
k__Viruses.f__Papillomaviridae.g__Mupapillomavirus,0.00010299960485857824,0.0004640056321150678
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Lambdalikevirus,0.0003256550352324899,9.089509499030084e-05
k__Viruses.f__Papillomaviridae.g__Phipapillomavirus,0.00014750996818720563,0.0
k__Viruses.f__Papillomaviridae.g__Omegapapillomavirus,0.00040362626037186917,0.0003110911871550939
k__Viruses.o__Nidovirales.f__Coronaviridae.g__Betacoronavirus,0.0008815791383600648,0.0010233889580194488
k__Viruses.f__Phycodnaviridae.g__Chlorovirus,0.0005458416783415062,0.00035732886173884447
k__Viruses.f__Hypoviridae.g__Hypovirus,0.0004914935859542196,0.00046625573980214294
k__Viruses.f__Anelloviridae.g__Alphatorquevirus,0.000241431277192942,0.000571631728290652
k__Viruses.o__Picornavirales.f__Dicistroviridae.g__Aparavirus,0.0006148517726667113,0.00046244206630052293
k__Viruses.g__Pithovirus,0.00019709257374308676,0.0
k__Viruses.f__Phycodnaviridae.g__Phaeovirus,0.00033464328559484766,0.003619389803344847
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Hepatovirus,0.00013938559092331395,0.0026882375965177354
k__Viruses.f__Virgaviridae.g__Tobamovirus,0.0003409092725018521,0.0
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Barnyardlikevirus,0.0002054235902592442,0.0
k__Viruses.f__Baculoviridae.g__Betabaculovirus,0.0008381308130352605,0.000711545147664806
k__Viruses.f__Arenaviridae.g__Arenavirus,0.0003402579408192569,0.00033177754743432634
k__Viruses.o__Caudovirales.f__Myoviridae.g__P100virus,0.0002321533582941447,0.0
k__Viruses.o__Caudovirales.f__Myoviridae.g__Spounalikevirus,0.0004265641959735862,0.00023495722159457846
k__Viruses.f__Partitiviridae.g__Betapartitivirus,0.005447578135087394,0.0032443527294743835
k__Viruses.f__Reoviridae.g__Cypovirus,0.00030484510972280055,0.0
k__Viruses.o__Tymovirales.f__Betaflexiviridae.g__Carlavirus,0.005764127554551461,0.000996092953319131
