,tissue,blood
k__Viruses.f__Phycodnaviridae.g__Prasinovirus,0.0010697787576991731,0.0
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Sfi1unalikevirus,0.0005657365600461492,0.0
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus,0.0006244081662136463,0.0002541179122138124
k__Viruses.o__Caudovirales.f__Siphoviridae.g__C2likevirus,0.00021485220150242298,0.00018740477399695272
k__Viruses.f__Poxviridae.g__Parapoxvirus,7.115595091417724e-05,0.0
k__Viruses.f__Bicaudaviridae.g__Bicaudavirus,0.0,0.0
k__Viruses.o__Picornavirales.f__Picornaviridae.g__Aquamavirus,0.0020747631281208263,0.0
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Mardivirus,0.001061045553618025,0.0005770546630738925
k__Viruses.f__Baculoviridae.g__Deltabaculovirus,0.0008335360350476574,0.00018381451904037334
k__Viruses.f__Papillomaviridae.g__Taupapillomavirus,0.00041016584720092653,0.0015554218988049276
k__Viruses.o__Caudovirales.f__Myoviridae.g__I3likevirus,0.0008348571370507299,0.00078695160167131
k__Viruses.f__Virgaviridae.g__Furovirus,0.0006096928744323567,1.2210070875659367e-05
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Proboscivirus,0.00032040111784671714,0.00025942753502094476
k__Viruses.o__Herpesvirales.f__Alloherpesviridae.g__Ictalurivirus,0.0,0.0006238902422652895
k__Viruses.f__Inoviridae.g__Inovirus,0.0,0.00022025467568643082
k__Viruses.f__Marseilleviridae.g__Marseillevirus,0.0004254538584592387,0.0
k__Viruses.o__Nidovirales.f__Coronaviridae.g__Gammacoronavirus,0.0007287679964446027,0.0003696260541291815
k__Viruses.f__Ascoviridae.g__Ascovirus,0.0003897630828235958,0.00015831700584929132
k__Viruses.o__Caudovirales.f__Myoviridae.g__Spo1virus,0.0005035465115677846,0.0
k__Viruses.f__Circoviridae.g__Gyrovirus,0.0,0.0
